web-scraper-order,web-scraper-start-url,hotel_name,price
"1690656020-46","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£342"
"1690656020-47","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£194"
"1690656020-48","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£126"
"1690656020-49","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£207"
"1690656020-50","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£349"
"1690656020-51","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£173"
"1690656020-52","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£382"
"1690656020-53","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£105"
"1690656020-54","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£218"
"1690656020-55","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£146"
"1690656020-56","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£137"
"1690656020-57","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£138"
"1690656020-58","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£251"
"1690656020-59","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£84"
"1690656020-60","https://www.tripadvisor.co.uk/Hotels-g150813-Tulum_Yucatan_Peninsula-Hotels.html","","£57"
